customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,segment
1044,112,5,4616.29,1,4,4,144,Lost Customer
1045,113,3,4405.6,1,5,4,154,Lost Customer
1046,52,5,3846.1,3,4,4,344,Lost Customer
1047,57,8,6874.87,3,1,2,312,Lost Customer
1048,133,7,6677.74,1,2,3,123,Lost Customer
1049,32,10,11130.050000000001,4,1,1,411,Lost Customer
1050,26,6,4722.12,4,3,4,434,Lost Customer
1051,179,5,4878.8099999999995,1,4,4,144,Lost Customer
1052,0,6,8478.41,5,3,2,532,Lost Customer
1053,139,3,3482.79,1,5,5,155,Lost Customer
1054,5,8,8433.75,5,1,2,512,Lost Customer
1055,206,2,924.06,1,5,5,155,Lost Customer
1056,24,7,7920.27,4,2,2,422,Lost Customer
1057,48,4,5663.77,3,4,3,343,Lost Customer
1058,116,3,2308.7200000000003,1,5,5,155,Lost Customer
1059,22,2,2449.81,4,5,5,455,Lost Customer
1060,187,6,9606.77,1,3,1,131,Lost Customer
1061,24,6,4056.76,4,3,4,434,Lost Customer
1062,2,6,7619.47,5,3,2,532,Lost Customer
1063,46,6,5833.22,3,3,3,333,Potential Loyalist
1064,139,3,5404.67,1,5,3,153,Lost Customer
1065,79,6,4709.66,2,3,4,234,Lost Customer
1066,166,3,2637.5299999999997,1,5,5,155,Lost Customer
1067,232,2,1854.93,1,5,5,155,Lost Customer
1068,4,14,14254.55,5,1,1,511,Lost Customer
1069,204,5,6910.5,1,4,2,142,Lost Customer
1070,0,4,5754.66,5,4,3,543,Loyal Customer
1071,39,6,7958.68,3,3,2,332,Lost Customer
1072,46,3,3697.58,3,5,5,355,Lost Customer
1073,17,6,6454.889999999999,4,3,3,433,Lost Customer
1074,16,8,9370.01,4,1,1,411,Lost Customer
1075,67,7,6623.97,2,2,3,223,Lost Customer
1076,9,12,14390.1,5,1,1,511,Lost Customer
1077,5,6,6570.4400000000005,5,3,3,533,Lost Customer
1078,18,6,5117.1,4,3,4,434,Lost Customer
1079,17,4,3829.1099999999997,4,4,4,444,Lost Customer
1080,47,3,3133.43,3,5,5,355,Lost Customer
1081,11,5,6119.719999999999,5,4,3,543,Loyal Customer
1082,47,5,4492.05,3,4,4,344,Lost Customer
1083,266,2,2418.19,1,5,5,155,Lost Customer
1084,4,11,11437.050000000001,5,1,1,511,Lost Customer
1085,64,4,2487.7000000000003,2,4,5,245,Lost Customer
1086,13,9,8640.220000000001,5,1,2,512,Lost Customer
1087,14,3,3535.79,5,5,5,555,VIP Customer
1088,13,6,6230.39,5,3,3,533,Lost Customer
1089,151,7,6202.85,1,2,3,123,Lost Customer
1090,71,7,5882.43,2,2,3,223,Lost Customer
1091,4,11,10303.810000000001,5,1,1,511,Lost Customer
1092,202,5,4893.719999999999,1,4,4,144,Lost Customer
1093,99,9,12492.4,1,1,1,111,Lost Customer
1094,43,7,7255.12,3,2,2,322,Lost Customer
1095,14,4,6916.039999999999,5,4,2,542,Lost Customer
1096,55,5,3865.37,3,4,4,344,Lost Customer
1097,76,4,4367.8099999999995,2,4,4,244,Lost Customer
1098,8,8,7594.29,5,1,2,512,Lost Customer
1099,110,2,1248.96,1,5,5,155,Lost Customer
1100,45,3,2767.35,3,5,5,355,Lost Customer
1101,113,5,6377.620000000001,1,4,3,143,Lost Customer
1102,21,8,8832.98,4,1,1,411,Lost Customer
1103,32,12,15447.92,4,1,1,411,Lost Customer
1104,11,7,6458.3,5,2,3,523,Lost Customer
1105,16,2,3965.4399999999996,4,5,4,454,Lost Customer
1106,24,9,11078.470000000001,4,1,1,411,Lost Customer
1107,48,6,4394.39,3,3,4,334,Lost Customer
1108,12,4,1790.0,5,4,5,545,VIP Customer
1109,208,3,2411.02,1,5,5,155,Lost Customer
1110,17,6,7310.36,4,3,2,432,Lost Customer
1111,20,7,6922.7,4,2,2,422,Lost Customer
1112,108,3,3589.44,1,5,5,155,Lost Customer
1113,26,9,10999.37,4,1,1,411,Lost Customer
1114,64,4,4156.4,2,4,4,244,Lost Customer
1115,2,9,9270.03,5,1,1,511,Lost Customer
1116,7,3,4932.34,5,5,4,554,VIP Customer
1117,136,10,8604.73,1,1,2,112,Lost Customer
1118,38,4,3365.19,3,4,5,345,Lost Customer
1119,98,7,11866.59,2,2,1,221,At Risk of Churn
1120,1,6,5386.26,5,3,3,533,Lost Customer
1121,7,2,2973.36,5,5,5,555,VIP Customer
1122,26,5,4714.81,4,4,4,444,Lost Customer
1123,10,5,6742.5,5,4,3,543,Loyal Customer
1124,44,3,3731.08,3,5,5,355,Lost Customer
1125,29,5,3793.5699999999997,4,4,5,445,Lost Customer
1126,19,4,4725.4400000000005,4,4,4,444,Lost Customer
1127,136,4,5261.43,1,4,4,144,Lost Customer
1128,26,5,5855.4400000000005,4,4,3,443,Lost Customer
1129,26,13,18349.27,4,1,1,411,Lost Customer
1130,117,5,6301.28,1,4,3,143,Lost Customer
1131,53,8,10787.84,3,1,1,311,Lost Customer
1132,44,9,10548.14,3,1,1,311,Lost Customer
1133,17,7,9050.01,4,2,1,421,Lost Customer
1134,3,7,6797.39,5,2,2,522,Lost Customer
1135,164,3,3530.65,1,5,5,155,Lost Customer
1136,35,6,5600.86,3,3,3,333,Potential Loyalist
1137,5,9,8092.31,5,1,2,512,Lost Customer
1138,124,6,7506.16,1,3,2,132,Lost Customer
1139,69,4,3684.36,2,4,5,245,Lost Customer
1140,6,13,16199.24,5,1,1,511,Lost Customer
1141,133,5,4507.79,1,4,4,144,Lost Customer
1142,38,4,4828.39,3,4,4,344,Lost Customer
1143,4,5,7112.88,5,4,2,542,Lost Customer
1144,17,7,9425.65,4,2,1,421,Lost Customer
1145,13,2,2382.7200000000003,5,5,5,555,VIP Customer
1146,73,2,2213.67,2,5,5,255,Lost Customer
1147,165,6,8766.869999999999,1,3,1,131,Lost Customer
1148,8,3,3426.09,5,5,5,555,VIP Customer
1149,188,4,5793.360000000001,1,4,3,143,Lost Customer
1150,103,5,8439.82,1,4,2,142,Lost Customer
1151,75,5,5819.58,2,4,3,243,Lost Customer
1152,24,8,9434.77,4,1,1,411,Lost Customer
1153,17,5,3306.2400000000002,4,4,5,445,Lost Customer
1154,131,6,3442.7799999999997,1,3,5,135,Lost Customer
1155,29,7,5342.13,4,2,3,423,Lost Customer
1156,40,4,5965.4400000000005,3,4,3,343,Lost Customer
1157,85,7,7726.53,2,2,2,222,Lost Customer
1158,2,7,9091.98,5,2,1,521,Lost Customer
1159,6,4,5803.34,5,4,3,543,Loyal Customer
1160,163,3,3192.0099999999998,1,5,5,155,Lost Customer
1161,12,4,4151.98,5,4,4,544,Loyal Customer
1162,136,4,5369.27,1,4,3,143,Lost Customer
1163,48,5,2853.67,3,4,5,345,Lost Customer
1164,153,3,2164.22,1,5,5,155,Lost Customer
1165,10,9,6796.88,5,1,2,512,Lost Customer
1166,14,6,7638.8,5,3,2,532,Lost Customer
1167,10,4,4106.64,5,4,4,544,Loyal Customer
1168,59,7,10263.16,2,2,1,221,At Risk of Churn
1169,62,7,7605.57,2,2,2,222,Lost Customer
1170,86,5,6345.1,2,4,3,243,Lost Customer
1171,34,9,9811.45,3,1,1,311,Lost Customer
1172,44,6,7200.46,3,3,2,332,Lost Customer
1173,108,3,2042.9699999999998,1,5,5,155,Lost Customer
1174,8,3,3466.9300000000003,5,5,5,555,VIP Customer
1175,218,2,2449.24,1,5,5,155,Lost Customer
1176,77,4,3909.54,2,4,4,244,Lost Customer
1177,87,8,8367.47,2,1,2,212,At Risk of Churn
1178,44,8,10226.15,3,1,1,311,Lost Customer
1179,7,4,6441.950000000001,5,4,3,543,Loyal Customer
1180,59,4,3870.83,2,4,4,244,Lost Customer
1181,44,10,9928.33,3,1,1,311,Lost Customer
1182,5,8,9588.19,5,1,1,511,Lost Customer
1183,153,5,7060.07,1,4,2,142,Lost Customer
1184,5,6,7155.030000000001,5,3,2,532,Lost Customer
1185,9,3,1957.15,5,5,5,555,VIP Customer
1186,33,6,5299.35,3,3,4,334,Lost Customer
1187,58,4,2382.42,3,4,5,345,Lost Customer
1188,18,2,3043.9,4,5,5,455,Lost Customer
1189,47,4,2894.1,3,4,5,345,Lost Customer
1190,6,6,4050.13,5,3,4,534,Lost Customer
1191,43,8,6925.33,3,1,2,312,Lost Customer
1192,79,5,4306.09,2,4,4,244,Lost Customer
1193,36,4,4694.62,3,4,4,344,Lost Customer
1194,28,8,7829.33,4,1,2,412,Lost Customer
1195,19,5,5178.38,4,4,4,444,Lost Customer
1196,18,6,5307.82,4,3,3,433,Lost Customer
1197,7,4,4455.89,5,4,4,544,Loyal Customer
1198,68,6,6397.58,2,3,3,233,Lost Customer
1199,43,8,6090.45,3,1,3,313,Lost Customer
1200,79,9,7735.860000000001,2,1,2,212,At Risk of Churn
1201,82,3,2329.42,2,5,5,255,Lost Customer
1202,85,3,4231.33,2,5,4,254,Lost Customer
1203,7,1,1036.59,5,5,5,555,VIP Customer
1204,24,3,2461.46,4,5,5,455,Lost Customer
1205,22,9,11055.76,4,1,1,411,Lost Customer
1206,83,2,3229.76,2,5,5,255,Lost Customer
1207,13,7,4099.09,5,2,4,524,Lost Customer
1208,77,5,6789.07,2,4,2,242,Lost Customer
1209,131,2,2368.55,1,5,5,155,Lost Customer
1210,17,9,10302.32,4,1,1,411,Lost Customer
1211,234,4,2677.25,1,4,5,145,Lost Customer
1212,71,3,3843.34,2,5,4,254,Lost Customer
1213,69,7,8448.45,2,2,2,222,Lost Customer
1214,23,4,4251.7,4,4,4,444,Lost Customer
1215,77,8,7611.6,2,1,2,212,At Risk of Churn
1216,7,4,3354.53,5,4,5,545,VIP Customer
1217,10,7,8001.530000000001,5,2,2,522,Lost Customer
1218,50,6,8266.59,3,3,2,332,Lost Customer
1219,4,3,3070.27,5,5,5,555,VIP Customer
1220,66,5,5406.34,2,4,3,243,Lost Customer
1221,9,7,5309.76,5,2,3,523,Lost Customer
1222,51,3,2947.03,3,5,5,355,Lost Customer
1223,34,8,4991.75,3,1,4,314,Lost Customer
1224,47,8,9722.51,3,1,1,311,Lost Customer
1225,58,4,5271.6,3,4,4,344,Lost Customer
1226,24,5,5188.65,4,4,4,444,Lost Customer
1227,61,12,9340.67,2,1,1,211,At Risk of Churn
1228,132,4,3561.17,1,4,5,145,Lost Customer
1229,19,9,6854.87,4,1,2,412,Lost Customer
1230,76,2,1824.33,2,5,5,255,Lost Customer
1231,175,2,2000.5500000000002,1,5,5,155,Lost Customer
1232,4,9,10746.19,5,1,1,511,Lost Customer
1233,14,9,11281.31,5,1,1,511,Lost Customer
1234,85,8,8027.4800000000005,2,1,2,212,At Risk of Churn
1235,81,3,4340.25,2,5,4,254,Lost Customer
1236,41,5,5581.9,3,4,3,343,Lost Customer
1237,23,11,14112.4,4,1,1,411,Lost Customer
1238,101,6,3831.42,1,3,4,134,Lost Customer
1239,38,7,4496.44,3,2,4,324,Lost Customer
1240,5,4,4634.82,5,4,4,544,Loyal Customer
1241,75,7,7065.74,2,2,2,222,Lost Customer
1242,17,3,2670.4700000000003,4,5,5,455,Lost Customer
1243,70,10,11625.08,2,1,1,211,At Risk of Churn
1244,19,5,4737.43,4,4,4,444,Lost Customer
1245,71,7,5886.29,2,2,3,223,Lost Customer
1246,114,2,2963.46,1,5,5,155,Lost Customer
1247,90,4,5835.85,2,4,3,243,Lost Customer
1248,67,1,1661.92,2,5,5,255,Lost Customer
1249,106,5,6448.09,1,4,3,143,Lost Customer
1250,35,10,9534.19,3,1,1,311,Lost Customer
1251,61,4,2360.34,2,4,5,245,Lost Customer
1252,9,7,9665.09,5,2,1,521,Lost Customer
1253,4,4,3836.34,5,4,4,544,Loyal Customer
1254,37,7,6791.62,3,2,2,322,Lost Customer
1255,78,3,1726.6999999999998,2,5,5,255,Lost Customer
1256,81,6,6083.15,2,3,3,233,Lost Customer
1257,256,3,2708.91,1,5,5,155,Lost Customer
1258,52,8,8945.56,3,1,1,311,Lost Customer
1259,41,7,8470.17,3,2,2,322,Lost Customer
1260,66,5,3845.9700000000003,2,4,4,244,Lost Customer
1261,48,6,4878.62,3,3,4,334,Lost Customer
1262,43,3,4584.04,3,5,4,354,Lost Customer
1263,42,6,5354.29,3,3,3,333,Potential Loyalist
1264,2,4,6000.92,5,4,3,543,Loyal Customer
1265,7,4,4449.86,5,4,4,544,Loyal Customer
1266,257,2,4182.94,1,5,4,154,Lost Customer
1267,141,4,6352.41,1,4,3,143,Lost Customer
1268,67,3,3021.9300000000003,2,5,5,255,Lost Customer
1269,211,3,2962.88,1,5,5,155,Lost Customer
1270,205,4,3962.16,1,4,4,144,Lost Customer
1271,187,2,3387.5299999999997,1,5,5,155,Lost Customer
1272,24,10,12199.83,4,1,1,411,Lost Customer
1273,23,3,3050.3100000000004,4,5,5,455,Lost Customer
1274,14,10,7482.33,5,1,2,512,Lost Customer
1275,149,6,5698.139999999999,1,3,3,133,Lost Customer
1276,100,2,2585.3,1,5,5,155,Lost Customer
1277,55,3,2701.3900000000003,3,5,5,355,Lost Customer
1278,64,4,6559.17,2,4,3,243,Lost Customer
1279,52,6,6106.63,3,3,3,333,Potential Loyalist
1280,106,4,4802.049999999999,1,4,4,144,Lost Customer
1281,87,3,3403.18,2,5,5,255,Lost Customer
1282,38,8,10069.949999999999,3,1,1,311,Lost Customer
1283,93,2,2964.4,2,5,5,255,Lost Customer
1284,78,3,418.80999999999995,2,5,5,255,Lost Customer
1285,117,8,11638.83,1,1,1,111,Lost Customer
1286,51,7,6400.92,3,2,3,323,Potential Loyalist
1287,67,7,9575.2,2,2,1,221,At Risk of Churn
1288,22,5,7824.94,4,4,2,442,Lost Customer
1289,11,6,5578.72,5,3,3,533,Lost Customer
1290,44,9,11890.97,3,1,1,311,Lost Customer
1291,16,7,8651.92,4,2,2,422,Lost Customer
1292,31,5,6404.32,4,4,3,443,Lost Customer
1293,239,5,5896.44,1,4,3,143,Lost Customer
1294,176,3,1722.97,1,5,5,155,Lost Customer
1295,29,7,7146.77,4,2,2,422,Lost Customer
1296,130,4,5977.84,1,4,3,143,Lost Customer
1297,2,6,6037.48,5,3,3,533,Lost Customer
1298,141,5,7471.98,1,4,2,142,Lost Customer
1299,6,7,9845.31,5,2,1,521,Lost Customer
1300,20,6,9217.35,4,3,1,431,Lost Customer
1301,12,8,5396.44,5,1,3,513,Lost Customer
1302,29,13,17035.83,4,1,1,411,Lost Customer
1303,10,6,7278.72,5,3,2,532,Lost Customer
1304,3,6,4316.4400000000005,5,3,4,534,Lost Customer
1305,142,5,4862.79,1,4,4,144,Lost Customer
1306,12,6,7121.24,5,3,2,532,Lost Customer
1307,90,9,9888.54,2,1,1,211,At Risk of Churn
1308,15,5,7509.25,4,4,2,442,Lost Customer
1309,82,4,3547.44,2,4,5,245,Lost Customer
1310,20,5,4177.02,4,4,4,444,Lost Customer
1311,37,4,6207.49,3,4,3,343,Lost Customer
1312,26,4,3066.41,4,4,5,445,Lost Customer
1313,7,8,10174.59,5,1,1,511,Lost Customer
1314,27,6,6419.91,4,3,3,433,Lost Customer
1315,5,8,5675.12,5,1,3,513,Lost Customer
1316,32,5,5704.709999999999,4,4,3,443,Lost Customer
1317,10,9,15370.81,5,1,1,511,Lost Customer
1318,7,7,7834.26,5,2,2,522,Lost Customer
1319,16,5,6649.37,4,4,3,443,Lost Customer
1320,94,6,4696.18,2,3,4,234,Lost Customer
1321,103,7,5511.14,1,2,3,123,Lost Customer
1322,63,4,6024.35,2,4,3,243,Lost Customer
1323,53,7,3352.15,3,2,5,325,Lost Customer
1324,74,7,6791.04,2,2,2,222,Lost Customer
1325,82,1,416.98,2,5,5,255,Lost Customer
1326,10,6,6384.110000000001,5,3,3,533,Lost Customer
1327,6,5,5206.27,5,4,4,544,Loyal Customer
1328,0,7,10301.23,5,2,1,521,Lost Customer
1329,4,11,14818.12,5,1,1,511,Lost Customer
1330,75,6,8329.24,2,3,2,232,Potential Loyalist
1331,5,10,11641.26,5,1,1,511,Lost Customer
1332,31,8,9213.53,4,1,1,411,Lost Customer
1333,7,3,3501.9,5,5,5,555,VIP Customer
1334,240,2,3129.3199999999997,1,5,5,155,Lost Customer
1335,52,7,7295.27,3,2,2,322,Lost Customer
1336,78,6,6095.66,2,3,3,233,Lost Customer
1337,83,6,6160.39,2,3,3,233,Lost Customer
1338,231,2,1671.8400000000001,1,5,5,155,Lost Customer
1339,102,5,6447.48,1,4,3,143,Lost Customer
1340,28,8,7371.42,4,1,2,412,Lost Customer
1341,10,4,2841.1,5,4,5,545,VIP Customer
1342,3,5,5550.01,5,4,3,543,Loyal Customer
1343,20,4,4627.96,4,4,4,444,Lost Customer
1344,21,3,1709.46,4,5,5,455,Lost Customer
1345,43,6,8121.72,3,3,2,332,Lost Customer
1346,15,9,10530.7,4,1,1,411,Lost Customer
1347,91,6,6106.51,2,3,3,233,Lost Customer
1348,114,5,7592.16,1,4,2,142,Lost Customer
1349,43,6,4387.99,3,3,4,334,Lost Customer
1350,116,2,2243.46,1,5,5,155,Lost Customer
1351,17,6,8020.08,4,3,2,432,Lost Customer
1352,88,3,2496.04,2,5,5,255,Lost Customer
1353,14,9,7872.24,5,1,2,512,Lost Customer
1354,74,3,3170.25,2,5,5,255,Lost Customer
1355,8,5,5458.110000000001,5,4,3,543,Loyal Customer
1356,22,6,6474.389999999999,4,3,3,433,Lost Customer
1357,12,10,14010.38,5,1,1,511,Lost Customer
1358,3,8,8559.16,5,1,2,512,Lost Customer
1359,12,2,2027.25,5,5,5,555,VIP Customer
1360,181,3,3476.3199999999997,1,5,5,155,Lost Customer
1361,28,7,8979.07,4,2,1,421,Lost Customer
1362,118,2,2948.34,1,5,5,155,Lost Customer
1363,24,7,7017.55,4,2,2,422,Lost Customer
1364,64,5,5699.07,2,4,3,243,Lost Customer
1365,217,4,2346.0800000000004,1,4,5,145,Lost Customer
1366,54,5,4035.11,3,4,4,344,Lost Customer
1367,11,7,4991.900000000001,5,2,4,524,Lost Customer
1368,48,6,6882.69,3,3,2,332,Lost Customer
1369,178,4,4920.55,1,4,4,144,Lost Customer
1370,26,4,3173.01,4,4,5,445,Lost Customer
1371,26,4,4146.6,4,4,4,444,Lost Customer
1372,66,6,6444.01,2,3,3,233,Lost Customer
1374,39,8,11213.68,3,1,1,311,Lost Customer
1375,82,5,6008.95,2,4,3,243,Lost Customer
1376,89,6,6902.15,2,3,2,232,Potential Loyalist
1377,75,5,5783.17,2,4,3,243,Lost Customer
1378,12,6,8072.719999999999,5,3,2,532,Lost Customer
1379,28,5,6509.42,4,4,3,443,Lost Customer
1380,198,3,4100.01,1,5,4,154,Lost Customer
1381,113,5,7293.99,1,4,2,142,Lost Customer
1382,122,2,2998.29,1,5,5,155,Lost Customer
1383,57,4,4142.55,3,4,4,344,Lost Customer
1384,36,6,6268.25,3,3,3,333,Potential Loyalist
1385,142,5,7432.72,1,4,2,142,Lost Customer
1386,106,3,3260.21,1,5,5,155,Lost Customer
1387,215,1,1635.3,1,5,5,155,Lost Customer
1388,19,6,6237.99,4,3,3,433,Lost Customer
1389,49,9,10567.12,3,1,1,311,Lost Customer
1390,1,9,9070.85,5,1,1,511,Lost Customer
1391,63,3,3611.7799999999997,2,5,5,255,Lost Customer
1392,107,3,4481.38,1,5,4,154,Lost Customer
1393,1,3,2847.5,5,5,5,555,VIP Customer
1394,171,4,4565.360000000001,1,4,4,144,Lost Customer
1395,87,3,4039.38,2,5,4,254,Lost Customer
1396,9,10,11434.630000000001,5,1,1,511,Lost Customer
1397,137,6,7257.49,1,3,2,132,Lost Customer
1398,36,7,8073.77,3,2,2,322,Lost Customer
1399,16,4,6034.2,4,4,3,443,Lost Customer
1400,56,7,9111.93,3,2,1,321,Lost Customer
1401,81,4,3740.62,2,4,5,245,Lost Customer
1402,40,8,7968.53,3,1,2,312,Lost Customer
1403,164,2,1663.42,1,5,5,155,Lost Customer
1404,7,10,9401.710000000001,5,1,1,511,Lost Customer
1405,33,11,7668.83,3,1,2,312,Lost Customer
1406,28,6,4605.35,4,3,4,434,Lost Customer
1407,0,9,9199.51,5,1,1,511,Lost Customer
1408,10,3,4975.92,5,5,4,554,VIP Customer
1409,22,5,6232.56,4,4,3,443,Lost Customer
1410,60,7,10217.49,2,2,1,221,At Risk of Churn
1411,35,6,8273.8,3,3,2,332,Lost Customer
1412,121,4,3403.46,1,4,5,145,Lost Customer
1413,3,6,5581.84,5,3,3,533,Lost Customer
1414,18,2,1758.44,4,5,5,455,Lost Customer
1415,57,4,4962.58,3,4,4,344,Lost Customer
1416,67,5,4467.3,2,4,4,244,Lost Customer
1417,56,7,9187.68,3,2,1,321,Lost Customer
1418,86,7,7705.58,2,2,2,222,Lost Customer
1419,22,5,3385.2400000000002,4,4,5,445,Lost Customer
1420,38,5,4965.84,3,4,4,344,Lost Customer
1421,57,6,5452.030000000001,3,3,3,333,Potential Loyalist
1422,38,8,7307.18,3,1,2,312,Lost Customer
1423,24,6,7143.39,4,3,2,432,Lost Customer
1424,76,3,3560.7,2,5,5,255,Lost Customer
1425,0,4,4470.96,5,4,4,544,Loyal Customer
1426,48,7,5955.06,3,2,3,323,Potential Loyalist
1427,59,6,6354.3,2,3,3,233,Lost Customer
1428,15,10,11559.73,4,1,1,411,Lost Customer
1429,31,7,5046.72,4,2,4,424,Lost Customer
1430,108,6,5159.71,1,3,4,134,Lost Customer
1431,19,4,3180.44,4,4,5,445,Lost Customer
1432,33,6,5329.7300000000005,3,3,3,333,Potential Loyalist
1433,131,3,4030.1099999999997,1,5,4,154,Lost Customer
1434,124,2,2016.27,1,5,5,155,Lost Customer
1435,33,7,8853.71,3,2,1,321,Lost Customer
1436,72,5,5911.139999999999,2,4,3,243,Lost Customer
1437,143,3,3495.9300000000003,1,5,5,155,Lost Customer
1438,6,11,12392.71,5,1,1,511,Lost Customer
1439,65,4,4947.7300000000005,2,4,4,244,Lost Customer
1440,19,6,8415.02,4,3,2,432,Lost Customer
1441,158,2,1628.66,1,5,5,155,Lost Customer
1442,53,3,2305.03,3,5,5,355,Lost Customer
1443,44,10,10803.14,3,1,1,311,Lost Customer
1444,38,5,2497.0699999999997,3,4,5,345,Lost Customer
1445,6,6,8482.71,5,3,2,532,Lost Customer
1446,10,7,9653.68,5,2,1,521,Lost Customer
1447,97,7,8905.630000000001,2,2,1,221,At Risk of Churn
1448,237,1,642.31,1,5,5,155,Lost Customer
1449,14,6,8326.130000000001,5,3,2,532,Lost Customer
1450,42,7,8942.8,3,2,1,321,Lost Customer
1451,31,7,7294.32,4,2,2,422,Lost Customer
1452,2,5,5937.9800000000005,5,4,3,543,Loyal Customer
1453,0,5,6332.4,5,4,3,543,Loyal Customer
1454,5,5,5619.66,5,4,3,543,Loyal Customer
1455,32,5,5089.9,4,4,4,444,Lost Customer
1456,8,4,1713.83,5,4,5,545,VIP Customer
1457,65,7,7169.26,2,2,2,222,Lost Customer
1458,198,3,4366.14,1,5,4,154,Lost Customer
1459,98,4,5707.43,2,4,3,243,Lost Customer
1460,12,8,14633.24,5,1,1,511,Lost Customer
1461,18,7,8475.94,4,2,2,422,Lost Customer
1462,81,6,5402.17,2,3,3,233,Lost Customer
1463,110,5,5593.08,1,4,3,143,Lost Customer
1464,106,7,6447.85,1,2,3,123,Lost Customer
1465,107,4,3709.83,1,4,5,145,Lost Customer
1466,33,3,3383.13,3,5,5,355,Lost Customer
1467,13,7,5883.48,5,2,3,523,Lost Customer
1468,24,7,7792.76,4,2,2,422,Lost Customer
1469,74,6,5088.71,2,3,4,234,Lost Customer
1470,1,8,8783.3,5,1,1,511,Lost Customer
1471,5,5,5435.15,5,4,3,543,Loyal Customer
1472,69,7,8646.38,2,2,2,222,Lost Customer
1473,32,11,11098.84,4,1,1,411,Lost Customer
1474,66,5,5061.36,2,4,4,244,Lost Customer
1475,46,8,11874.85,3,1,1,311,Lost Customer
1476,24,2,2055.69,4,5,5,455,Lost Customer
1477,19,9,9549.97,4,1,1,411,Lost Customer
1478,1,8,7494.3,5,1,2,512,Lost Customer
1479,15,6,5371.29,4,3,3,433,Lost Customer
1480,2,9,7182.38,5,1,2,512,Lost Customer
1481,20,9,9626.68,4,1,1,411,Lost Customer
1482,68,12,14366.26,2,1,1,211,At Risk of Churn
1483,29,8,7979.17,4,1,2,412,Lost Customer
1484,14,5,3812.0,5,4,5,545,VIP Customer
1485,4,2,1871.67,5,5,5,555,VIP Customer
1486,32,5,4895.26,4,4,4,444,Lost Customer
1487,17,2,617.38,4,5,5,455,Lost Customer
1488,40,2,2561.77,3,5,5,355,Lost Customer
1489,82,5,4051.77,2,4,4,244,Lost Customer
1490,68,4,4593.42,2,4,4,244,Lost Customer
1491,160,3,3208.6000000000004,1,5,5,155,Lost Customer
1492,5,8,11326.9,5,1,1,511,Lost Customer
1493,20,10,11653.87,4,1,1,411,Lost Customer
1494,18,10,11747.52,4,1,1,411,Lost Customer
1495,3,2,1217.97,5,5,5,555,VIP Customer
1496,53,5,7189.5,3,4,2,342,Lost Customer
1497,182,6,6257.94,1,3,3,133,Lost Customer
1498,40,4,4031.87,3,4,4,344,Lost Customer
1499,125,5,5880.2699999999995,1,4,3,143,Lost Customer
1500,5,5,7075.5599999999995,5,4,2,542,Lost Customer
1501,53,5,4317.1,3,4,4,344,Lost Customer
1502,26,9,11571.9,4,1,1,411,Lost Customer
1503,34,10,13725.13,3,1,1,311,Lost Customer
1504,5,5,5266.7,5,4,4,544,Loyal Customer
1505,18,5,6155.87,4,4,3,443,Lost Customer
1506,0,10,11058.14,5,1,1,511,Lost Customer
1507,16,4,6661.28,4,4,3,443,Lost Customer
1508,61,5,5437.08,2,4,3,243,Lost Customer
1509,44,3,2949.6800000000003,3,5,5,355,Lost Customer
1510,56,2,2588.77,3,5,5,355,Lost Customer
1511,16,8,7012.24,4,1,2,412,Lost Customer
1512,56,4,6281.98,3,4,3,343,Lost Customer
1513,120,6,5632.32,1,3,3,133,Lost Customer
1514,67,7,7863.42,2,2,2,222,Lost Customer
1515,8,7,5844.51,5,2,3,523,Lost Customer
1516,37,5,5692.96,3,4,3,343,Lost Customer
1517,28,11,13750.08,4,1,1,411,Lost Customer
1518,31,5,6263.77,4,4,3,443,Lost Customer
1519,8,11,9090.05,5,1,1,511,Lost Customer
1520,167,4,4369.87,1,4,4,144,Lost Customer
1521,95,2,2287.37,2,5,5,255,Lost Customer
1522,9,6,6500.01,5,3,3,533,Lost Customer
1523,41,3,3736.42,3,5,5,355,Lost Customer
1524,37,8,5784.92,3,1,3,313,Lost Customer
1525,24,3,2983.65,4,5,5,455,Lost Customer
1526,80,6,8545.73,2,3,2,232,Potential Loyalist
1527,41,8,8695.82,3,1,2,312,Lost Customer
1528,75,7,7880.17,2,2,2,222,Lost Customer
1529,104,1,1810.0,1,5,5,155,Lost Customer
1530,1,10,13634.73,5,1,1,511,Lost Customer
1531,42,7,7667.54,3,2,2,322,Lost Customer
1532,3,6,6446.1900000000005,5,3,3,533,Lost Customer
1533,104,8,7532.76,1,1,2,112,Lost Customer
1534,46,7,7048.71,3,2,2,322,Lost Customer
1535,104,5,7008.0599999999995,1,4,2,142,Lost Customer
1536,33,4,4914.46,3,4,4,344,Lost Customer
1537,26,9,9589.18,4,1,1,411,Lost Customer
1538,1,4,891.12,5,4,5,545,VIP Customer
1539,65,8,6655.98,2,1,3,213,Lost Customer
1540,5,6,7965.92,5,3,2,532,Lost Customer
1541,70,5,6311.2,2,4,3,243,Lost Customer
1542,133,5,5625.49,1,4,3,143,Lost Customer
1543,74,3,2638.73,2,5,5,255,Lost Customer
1544,329,1,1057.51,1,5,5,155,Lost Customer
1545,2,7,6179.73,5,2,3,523,Lost Customer
1546,69,7,6956.75,2,2,2,222,Lost Customer
1547,27,9,12870.9,4,1,1,411,Lost Customer
